"","fiscal_period","region_product","sales_vol","year","month","apac","emea","la","na","fchem","fpoly","fchem_product","fpoly_product","pfa","region_code","region","value_to_USD","demand","Price"
"55","2016P08","sales_vol_fchem_apac",5520517.54,2016,8,"1","0","0","0",1,0,5520517.54,0,"0","[1,0,0]","apac",101.233242,16.41,NA
"56","2016P08","sales_vol_fchem_apac",5520517.54,2016,8,"1","0","0","0",1,0,5520517.54,0,"0","[1,0,0]","apac",101.233242,1.13,NA
"57","2016P09","sales_vol_fchem_apac",4602663.88,2016,9,"1","0","0","0",1,0,4602663.88,0,"0","[1,0,0]","apac",102.099817,9.15,NA
"58","2016P09","sales_vol_fchem_apac",4602663.88,2016,9,"1","0","0","0",1,0,4602663.88,0,"0","[1,0,0]","apac",102.099817,40.59,NA
"59","2016P09","sales_vol_fchem_apac",4602663.88,2016,9,"1","0","0","0",1,0,4602663.88,0,"0","[1,0,0]","apac",102.099817,16.41,NA
"60","2016P09","sales_vol_fchem_apac",4602663.88,2016,9,"1","0","0","0",1,0,4602663.88,0,"0","[1,0,0]","apac",102.099817,1.13,NA
"61","2016P10","sales_vol_fchem_apac",3307710.31,2016,10,"1","0","0","0",1,0,3307710.31,0,"0","[1,0,0]","apac",103.673468,9.15,NA
"62","2016P10","sales_vol_fchem_apac",3307710.31,2016,10,"1","0","0","0",1,0,3307710.31,0,"0","[1,0,0]","apac",103.673468,40.59,NA
"63","2016P10","sales_vol_fchem_apac",3307710.31,2016,10,"1","0","0","0",1,0,3307710.31,0,"0","[1,0,0]","apac",103.673468,16.41,NA
"64","2016P10","sales_vol_fchem_apac",3307710.31,2016,10,"1","0","0","0",1,0,3307710.31,0,"0","[1,0,0]","apac",103.673468,1.13,NA
"65","2016P11","sales_vol_fchem_apac",3747003.33,2016,11,"1","0","0","0",1,0,3747003.33,0,"0","[1,0,0]","apac",108.52975,9.15,NA
"66","2016P11","sales_vol_fchem_apac",3747003.33,2016,11,"1","0","0","0",1,0,3747003.33,0,"0","[1,0,0]","apac",108.52975,40.59,NA
"67","2016P11","sales_vol_fchem_apac",3747003.33,2016,11,"1","0","0","0",1,0,3747003.33,0,"0","[1,0,0]","apac",108.52975,16.41,NA
"68","2016P11","sales_vol_fchem_apac",3747003.33,2016,11,"1","0","0","0",1,0,3747003.33,0,"0","[1,0,0]","apac",108.52975,1.13,NA
"69","2016P12","sales_vol_fchem_apac",3793386.57,2016,12,"1","0","0","0",1,0,3793386.57,0,"0","[1,0,0]","apac",116.073137,9.15,NA
"70","2016P12","sales_vol_fchem_apac",3793386.57,2016,12,"1","0","0","0",1,0,3793386.57,0,"0","[1,0,0]","apac",116.073137,40.59,NA
"71","2016P12","sales_vol_fchem_apac",3793386.57,2016,12,"1","0","0","0",1,0,3793386.57,0,"0","[1,0,0]","apac",116.073137,16.41,NA
"72","2016P12","sales_vol_fchem_apac",3793386.57,2016,12,"1","0","0","0",1,0,3793386.57,0,"0","[1,0,0]","apac",116.073137,1.13,NA
"73","2017P01","sales_vol_fchem_apac",4820459.67,2017,1,"1","0","0","0",1,0,4820459.67,0,"0","[1,0,0]","apac",115.093355,9.74,NA
"74","2017P01","sales_vol_fchem_apac",4820459.67,2017,1,"1","0","0","0",1,0,4820459.67,0,"0","[1,0,0]","apac",115.093355,45.95,NA
"75","2017P01","sales_vol_fchem_apac",4820459.67,2017,1,"1","0","0","0",1,0,4820459.67,0,"0","[1,0,0]","apac",115.093355,17.3,NA
"76","2017P01","sales_vol_fchem_apac",4820459.67,2017,1,"1","0","0","0",1,0,4820459.67,0,"0","[1,0,0]","apac",115.093355,1.29,NA
"77","2017P02","sales_vol_fchem_apac",4255706.5,2017,2,"1","0","0","0",1,0,4255706.5,0,"0","[1,0,0]","apac",112.865464,9.74,NA
"78","2017P02","sales_vol_fchem_apac",4255706.5,2017,2,"1","0","0","0",1,0,4255706.5,0,"0","[1,0,0]","apac",112.865464,45.95,NA
"79","2017P02","sales_vol_fchem_apac",4255706.5,2017,2,"1","0","0","0",1,0,4255706.5,0,"0","[1,0,0]","apac",112.865464,17.3,NA
"80","2017P02","sales_vol_fchem_apac",4255706.5,2017,2,"1","0","0","0",1,0,4255706.5,0,"0","[1,0,0]","apac",112.865464,1.29,NA
"81","2017P03","sales_vol_fchem_apac",6753246.51,2017,3,"1","0","0","0",1,0,6753246.51,0,"0","[1,0,0]","apac",112.988573,9.74,NA
"82","2017P03","sales_vol_fchem_apac",6753246.51,2017,3,"1","0","0","0",1,0,6753246.51,0,"0","[1,0,0]","apac",112.988573,45.95,NA
"83","2017P03","sales_vol_fchem_apac",6753246.51,2017,3,"1","0","0","0",1,0,6753246.51,0,"0","[1,0,0]","apac",112.988573,17.3,NA
"84","2017P03","sales_vol_fchem_apac",6753246.51,2017,3,"1","0","0","0",1,0,6753246.51,0,"0","[1,0,0]","apac",112.988573,1.29,NA
"85","2017P04","sales_vol_fchem_apac",5964194.17,2017,4,"1","0","0","0",1,0,5964194.17,0,"0","[1,0,0]","apac",110.149052,9.74,NA
"86","2017P04","sales_vol_fchem_apac",5964194.17,2017,4,"1","0","0","0",1,0,5964194.17,0,"0","[1,0,0]","apac",110.149052,45.95,NA
"87","2017P04","sales_vol_fchem_apac",5964194.17,2017,4,"1","0","0","0",1,0,5964194.17,0,"0","[1,0,0]","apac",110.149052,17.3,NA
"88","2017P04","sales_vol_fchem_apac",5964194.17,2017,4,"1","0","0","0",1,0,5964194.17,0,"0","[1,0,0]","apac",110.149052,1.29,NA
"89","2017P05","sales_vol_fchem_apac",7867739.75,2017,5,"1","0","0","0",1,0,7867739.75,0,"0","[1,0,0]","apac",112.234879,9.74,NA
"90","2017P05","sales_vol_fchem_apac",7867739.75,2017,5,"1","0","0","0",1,0,7867739.75,0,"0","[1,0,0]","apac",112.234879,45.95,NA
"91","2017P05","sales_vol_fchem_apac",7867739.75,2017,5,"1","0","0","0",1,0,7867739.75,0,"0","[1,0,0]","apac",112.234879,17.3,NA
"92","2017P05","sales_vol_fchem_apac",7867739.75,2017,5,"1","0","0","0",1,0,7867739.75,0,"0","[1,0,0]","apac",112.234879,1.29,NA
"93","2017P06","sales_vol_fchem_apac",8362482.83,2017,6,"1","0","0","0",1,0,8362482.83,0,"0","[1,0,0]","apac",110.8545,9.74,NA
"94","2017P06","sales_vol_fchem_apac",8362482.83,2017,6,"1","0","0","0",1,0,8362482.83,0,"0","[1,0,0]","apac",110.8545,45.95,NA
"95","2017P06","sales_vol_fchem_apac",8362482.83,2017,6,"1","0","0","0",1,0,8362482.83,0,"0","[1,0,0]","apac",110.8545,17.3,NA
"96","2017P06","sales_vol_fchem_apac",8362482.83,2017,6,"1","0","0","0",1,0,8362482.83,0,"0","[1,0,0]","apac",110.8545,1.29,NA
"97","2017P07","sales_vol_fchem_apac",6306686.25,2017,7,"1","0","0","0",1,0,6306686.25,0,"0","[1,0,0]","apac",112.338871,9.74,NA
"98","2017P07","sales_vol_fchem_apac",6306686.25,2017,7,"1","0","0","0",1,0,6306686.25,0,"0","[1,0,0]","apac",112.338871,45.95,NA
"99","2017P07","sales_vol_fchem_apac",6306686.25,2017,7,"1","0","0","0",1,0,6306686.25,0,"0","[1,0,0]","apac",112.338871,17.3,NA
"100","2017P07","sales_vol_fchem_apac",6306686.25,2017,7,"1","0","0","0",1,0,6306686.25,0,"0","[1,0,0]","apac",112.338871,1.29,NA
"101","2017P08","sales_vol_fchem_apac",6100402.03,2017,8,"1","0","0","0",1,0,6100402.03,0,"0","[1,0,0]","apac",109.796917,9.74,NA
"102","2017P08","sales_vol_fchem_apac",6100402.03,2017,8,"1","0","0","0",1,0,6100402.03,0,"0","[1,0,0]","apac",109.796917,45.95,NA
"103","2017P08","sales_vol_fchem_apac",6100402.03,2017,8,"1","0","0","0",1,0,6100402.03,0,"0","[1,0,0]","apac",109.796917,17.3,NA
"104","2017P08","sales_vol_fchem_apac",6100402.03,2017,8,"1","0","0","0",1,0,6100402.03,0,"0","[1,0,0]","apac",109.796917,1.29,NA
"105","2017P09","sales_vol_fchem_apac",6237333.26,2017,9,"1","0","0","0",1,0,6237333.26,0,"0","[1,0,0]","apac",110.6931,9.74,NA
"106","2017P09","sales_vol_fchem_apac",6237333.26,2017,9,"1","0","0","0",1,0,6237333.26,0,"0","[1,0,0]","apac",110.6931,45.95,NA
"107","2017P09","sales_vol_fchem_apac",6237333.26,2017,9,"1","0","0","0",1,0,6237333.26,0,"0","[1,0,0]","apac",110.6931,17.3,NA
"108","2017P09","sales_vol_fchem_apac",6237333.26,2017,9,"1","0","0","0",1,0,6237333.26,0,"0","[1,0,0]","apac",110.6931,1.29,NA
"109","2017P10","sales_vol_fchem_apac",5595967.95,2017,10,"1","0","0","0",1,0,5595967.95,0,"0","[1,0,0]","apac",112.931667,9.74,NA
"110","2017P10","sales_vol_fchem_apac",5595967.95,2017,10,"1","0","0","0",1,0,5595967.95,0,"0","[1,0,0]","apac",112.931667,45.95,NA
"111","2017P10","sales_vol_fchem_apac",5595967.95,2017,10,"1","0","0","0",1,0,5595967.95,0,"0","[1,0,0]","apac",112.931667,17.3,NA
"112","2017P10","sales_vol_fchem_apac",5595967.95,2017,10,"1","0","0","0",1,0,5595967.95,0,"0","[1,0,0]","apac",112.931667,1.29,NA
"113","2017P11","sales_vol_fchem_apac",5302296.13,2017,11,"1","0","0","0",1,0,5302296.13,0,"0","[1,0,0]","apac",112.798983,9.74,NA
"114","2017P11","sales_vol_fchem_apac",5302296.13,2017,11,"1","0","0","0",1,0,5302296.13,0,"0","[1,0,0]","apac",112.798983,45.95,NA
"115","2017P11","sales_vol_fchem_apac",5302296.13,2017,11,"1","0","0","0",1,0,5302296.13,0,"0","[1,0,0]","apac",112.798983,17.3,NA
"116","2017P11","sales_vol_fchem_apac",5302296.13,2017,11,"1","0","0","0",1,0,5302296.13,0,"0","[1,0,0]","apac",112.798983,1.29,NA
"117","2017P12","sales_vol_fchem_apac",4884854.07,2017,12,"1","0","0","0",1,0,4884854.07,0,"0","[1,0,0]","apac",112.897742,9.74,NA
"118","2017P12","sales_vol_fchem_apac",4884854.07,2017,12,"1","0","0","0",1,0,4884854.07,0,"0","[1,0,0]","apac",112.897742,45.95,NA
"119","2017P12","sales_vol_fchem_apac",4884854.07,2017,12,"1","0","0","0",1,0,4884854.07,0,"0","[1,0,0]","apac",112.897742,17.3,NA
"120","2017P12","sales_vol_fchem_apac",4884854.07,2017,12,"1","0","0","0",1,0,4884854.07,0,"0","[1,0,0]","apac",112.897742,1.29,NA
"121","2018P01","sales_vol_fchem_apac",5216316.37,2018,1,"1","0","0","0",1,0,5216316.37,0,"0","[1,0,0]","apac",110.932,NA,NA
"122","2018P02","sales_vol_fchem_apac",4341497.27,2018,2,"1","0","0","0",1,0,4341497.27,0,"0","[1,0,0]","apac",107.93567,NA,NA
"123","2018P03","sales_vol_fchem_apac",5241134.37,2018,3,"1","0","0","0",1,0,5241134.37,0,"0","[1,0,0]","apac",106.030217,NA,NA
"124","2018P04","sales_vol_fchem_apac",4354983.39,2018,4,"1","0","0","0",1,0,4354983.39,0,"0","[1,0,0]","apac",107.59585,NA,NA
"125","2018P05","sales_vol_fchem_apac",5726562.89,2018,5,"1","0","0","0",1,0,5726562.89,0,"0","[1,0,0]","apac",109.664452,NA,NA
"126","2018P06","sales_vol_fchem_apac",4787121.67,2018,6,"1","0","0","0",1,0,4787121.67,0,"0","[1,0,0]","apac",110.0477,NA,NA
"127","2018P07","sales_vol_fchem_apac",5969677.54,2018,7,"1","0","0","0",1,0,5969677.54,0,"0","[1,0,0]","apac",111.431677,NA,NA
"128","2018P08","sales_vol_fchem_apac",7221725.85,2018,8,"1","0","0","0",1,0,7221725.85,0,"0","[1,0,0]","apac",111.006984,NA,NA
"129","2018P09","sales_vol_fchem_apac",4591177.15,2018,9,"1","0","0","0",1,0,4591177.15,0,"0","[1,0,0]","apac",112.0468,NA,NA
"130","2018P10","sales_vol_fchem_apac",5324822.28,2018,10,"1","0","0","0",1,0,5324822.28,0,"0","[1,0,0]","apac",112.710935,NA,NA
"131","2018P11","sales_vol_fchem_apac",6365326.65,2018,11,"1","0","0","0",1,0,6365326.65,0,"0","[1,0,0]","apac",113.2999,NA,NA
"132","2018P12","sales_vol_fchem_apac",6336002.43,2018,12,"1","0","0","0",1,0,6336002.43,0,"0","[1,0,0]","apac",112.116258,NA,NA
"133","2015P07","sales_vol_fchem_emea",3143354,2015,7,"0","1","0","0",1,0,3143354,0,"0","[0,1,0]","emea",0.908471,5.38,NA
"134","2015P07","sales_vol_fchem_emea",3143354,2015,7,"0","1","0","0",1,0,3143354,0,"0","[0,1,0]","emea",0.908471,5.41,NA
"135","2015P08","sales_vol_fchem_emea",2888796,2015,8,"0","1","0","0",1,0,2888796,0,"0","[0,1,0]","emea",0.898781,5.38,NA
"136","2015P08","sales_vol_fchem_emea",2888796,2015,8,"0","1","0","0",1,0,2888796,0,"0","[0,1,0]","emea",0.898781,5.41,NA
"137","2015P09","sales_vol_fchem_emea",2820574,2015,9,"0","1","0","0",1,0,2820574,0,"0","[0,1,0]","emea",0.889836,5.38,NA
"138","2015P09","sales_vol_fchem_emea",2820574,2015,9,"0","1","0","0",1,0,2820574,0,"0","[0,1,0]","emea",0.889836,5.41,NA
"139","2015P10","sales_vol_fchem_emea",2371053,2015,10,"0","1","0","0",1,0,2371053,0,"0","[0,1,0]","emea",0.890691,5.38,NA
"140","2015P10","sales_vol_fchem_emea",2371053,2015,10,"0","1","0","0",1,0,2371053,0,"0","[0,1,0]","emea",0.890691,5.41,NA
"141","2015P11","sales_vol_fchem_emea",2681799,2015,11,"0","1","0","0",1,0,2681799,0,"0","[0,1,0]","emea",0.931522,5.38,NA
"142","2015P11","sales_vol_fchem_emea",2681799,2015,11,"0","1","0","0",1,0,2681799,0,"0","[0,1,0]","emea",0.931522,5.41,NA
"143","2015P12","sales_vol_fchem_emea",2409463,2015,12,"0","1","0","0",1,0,2409463,0,"0","[0,1,0]","emea",0.91807,5.38,NA
"144","2015P12","sales_vol_fchem_emea",2409463,2015,12,"0","1","0","0",1,0,2409463,0,"0","[0,1,0]","emea",0.91807,5.41,NA
"145","2016P01","sales_vol_fchem_emea",4233448,2016,1,"0","1","0","0",1,0,4233448,0,"0","[0,1,0]","emea",0.920897,5.26,NA
"146","2016P01","sales_vol_fchem_emea",4233448,2016,1,"0","1","0","0",1,0,4233448,0,"0","[0,1,0]","emea",0.920897,6.07,NA
"147","2016P02","sales_vol_fchem_emea",3737891,2016,2,"0","1","0","0",1,0,3737891,0,"0","[0,1,0]","emea",0.900873,5.26,NA
"148","2016P02","sales_vol_fchem_emea",3737891,2016,2,"0","1","0","0",1,0,3737891,0,"0","[0,1,0]","emea",0.900873,6.07,NA
"149","2016P03","sales_vol_fchem_emea",4334659,2016,3,"0","1","0","0",1,0,4334659,0,"0","[0,1,0]","emea",0.89946,5.26,NA
"150","2016P03","sales_vol_fchem_emea",4334659,2016,3,"0","1","0","0",1,0,4334659,0,"0","[0,1,0]","emea",0.89946,6.07,NA
"151","2016P04","sales_vol_fchem_emea",4505880,2016,4,"0","1","0","0",1,0,4505880,0,"0","[0,1,0]","emea",0.88188,5.26,NA
"152","2016P04","sales_vol_fchem_emea",4505880,2016,4,"0","1","0","0",1,0,4505880,0,"0","[0,1,0]","emea",0.88188,6.07,NA
"153","2016P05","sales_vol_fchem_emea",2886851,2016,5,"0","1","0","0",1,0,2886851,0,"0","[0,1,0]","emea",0.88437,5.26,NA
"154","2016P05","sales_vol_fchem_emea",2886851,2016,5,"0","1","0","0",1,0,2886851,0,"0","[0,1,0]","emea",0.88437,6.07,NA
"155","2016P06","sales_vol_fchem_emea",3762079,2016,6,"0","1","0","0",1,0,3762079,0,"0","[0,1,0]","emea",0.889375,5.26,NA
"156","2016P06","sales_vol_fchem_emea",3762079,2016,6,"0","1","0","0",1,0,3762079,0,"0","[0,1,0]","emea",0.889375,6.07,NA
"157","2016P07","sales_vol_fchem_emea",2903878,2016,7,"0","1","0","0",1,0,2903878,0,"0","[0,1,0]","emea",0.904111,5.26,NA
"158","2016P07","sales_vol_fchem_emea",2903878,2016,7,"0","1","0","0",1,0,2903878,0,"0","[0,1,0]","emea",0.904111,6.07,NA
"159","2016P08","sales_vol_fchem_emea",3337820,2016,8,"0","1","0","0",1,0,3337820,0,"0","[0,1,0]","emea",0.89262,5.26,NA
"160","2016P08","sales_vol_fchem_emea",3337820,2016,8,"0","1","0","0",1,0,3337820,0,"0","[0,1,0]","emea",0.89262,6.07,NA
"161","2016P09","sales_vol_fchem_emea",4099272,2016,9,"0","1","0","0",1,0,4099272,0,"0","[0,1,0]","emea",0.892636,5.26,NA
"162","2016P09","sales_vol_fchem_emea",4099272,2016,9,"0","1","0","0",1,0,4099272,0,"0","[0,1,0]","emea",0.892636,6.07,NA
"163","2016P10","sales_vol_fchem_emea",2263819,2016,10,"0","1","0","0",1,0,2263819,0,"0","[0,1,0]","emea",0.906425,5.26,NA
"164","2016P10","sales_vol_fchem_emea",2263819,2016,10,"0","1","0","0",1,0,2263819,0,"0","[0,1,0]","emea",0.906425,6.07,NA
"165","2016P11","sales_vol_fchem_emea",2201966,2016,11,"0","1","0","0",1,0,2201966,0,"0","[0,1,0]","emea",0.92746,5.26,NA
"166","2016P11","sales_vol_fchem_emea",2201966,2016,11,"0","1","0","0",1,0,2201966,0,"0","[0,1,0]","emea",0.92746,6.07,NA
"167","2016P12","sales_vol_fchem_emea",1988988,2016,12,"0","1","0","0",1,0,1988988,0,"0","[0,1,0]","emea",0.949012,5.26,NA
"168","2016P12","sales_vol_fchem_emea",1988988,2016,12,"0","1","0","0",1,0,1988988,0,"0","[0,1,0]","emea",0.949012,6.07,NA
"169","2017P01","sales_vol_fchem_emea",2420626,2017,1,"0","1","0","0",1,0,2420626,0,"0","[0,1,0]","emea",0.940876,5.06,NA
"170","2017P01","sales_vol_fchem_emea",2420626,2017,1,"0","1","0","0",1,0,2420626,0,"0","[0,1,0]","emea",0.940876,6.56,NA
"171","2017P02","sales_vol_fchem_emea",3391276,2017,2,"0","1","0","0",1,0,3391276,0,"0","[0,1,0]","emea",0.939114,5.06,NA
"172","2017P02","sales_vol_fchem_emea",3391276,2017,2,"0","1","0","0",1,0,3391276,0,"0","[0,1,0]","emea",0.939114,6.56,NA
"173","2017P03","sales_vol_fchem_emea",3819750,2017,3,"0","1","0","0",1,0,3819750,0,"0","[0,1,0]","emea",0.9351,5.06,NA
"174","2017P03","sales_vol_fchem_emea",3819750,2017,3,"0","1","0","0",1,0,3819750,0,"0","[0,1,0]","emea",0.9351,6.56,NA
"175","2017P04","sales_vol_fchem_emea",3118619,2017,4,"0","1","0","0",1,0,3118619,0,"0","[0,1,0]","emea",0.93391,5.06,NA
"176","2017P04","sales_vol_fchem_emea",3118619,2017,4,"0","1","0","0",1,0,3118619,0,"0","[0,1,0]","emea",0.93391,6.56,NA
"177","2017P05","sales_vol_fchem_emea",3888428,2017,5,"0","1","0","0",1,0,3888428,0,"0","[0,1,0]","emea",0.904193,5.06,NA
